ID,SKILL,FIELD,EDUCATION_LEVEL,EXPERIENCE,ALLOW_WFH
1943,"RUBY,SQL",IT,BMP,"RUBY ON RAILS DEVELOPER,MEAN STACK DEVELOPER",0
1944,R,IT,DB,PYTHON DEVELOPER,0
1945,"PERL,FORTRAN,RUST",CS,BM,,1
1946,"COBOL,PERL,SWIFT",CS,BM,"DATA SCIENTIST,FRONTEND DEVELOPER",1
1947,"KOTLIN,SWIFT",CS,B,"FULL STACK DEVELOPER,JAVASCRIPT DEVELOPER",0
1948,"HTML,C/C++",CS,DB,MEAN STACK DEVELOPER,1
1949,"COBOL,JAVASCRIPT",IT,DBM,,1
1950,"RUBY,PHP",IT,BMP,,1
1951,"COBOL,JAVA",IT,BM,,0
1952,"KOTLIN,COBOL",CS,B,"FULL STACK DEVELOPER,PRODUCT MANAGER",0
1953,"SWIFT,JAVASCRIPT",IT,DBMP,MEAN STACK DEVELOPER,1
1954,"HTML,PYTHON",CS,DBM,BACKEND DEVELOPER,1
1955,"COBOL,PERL",IT,BMP,"WEB DEVELOPER,DATA ANALYST",1
1956,"SWIFT,DART,C#",IT,BMP,,1
1957,"KOTLIN,JAVASCRIPT,OBJECTIVE-C",CS,BM,DATA ANALYST,0
1958,C#,CS,BM,,0
1959,CSS,IT,DB,,1
1960,"PERL,DART",IT,DBMP,"WEB DEVELOPER,FRONTEND DEVELOPER",0
1961,"PYTHON,SQL",IT,DBMP,,0
1962,"RUBY,C/C++",IT,DBMP,"JAVASCRIPT DEVELOPER,JAVASCRIPT DEVELOPER",1
1963,"KOTLIN,FORTRAN,SQL",CS,DBMP,DATA SCIENTIST,1
1964,"C/C++,RUBY",IT,DBM,,1
1965,C/C++,IT,DBMP,,0
1966,"OBJECTIVE-C,CSS,JAVASCRIPT",IT,DBM,"MEAN STACK DEVELOPER,FRONTEND DEVELOPER",0
1967,SQL,CS,DBMP,"FRONTEND DEVELOPER,DATA ANALYST",0
1968,"PYTHON,COBOL",IT,DBMP,RUBY ON RAILS DEVELOPER,1
1969,"RUBY,HTML,RUST",IT,DB,"WEB DEVELOPER,FRONTEND DEVELOPER",0
1970,SWIFT,IT,DB,MEAN STACK DEVELOPER,0
1971,CSS,IT,BM,,1
1972,PHP,CS,BMP,REACTJS DEVELOPER,1
1973,"CSS,FORTRAN,PYTHON",CS,BMP,"JAVASCRIPT DEVELOPER,DATA ANALYST",1
1974,SWIFT,IT,BMP,,0
1975,FORTRAN,IT,DBMP,"FULL STACK DEVELOPER,MEAN STACK DEVELOPER",0
1976,"RUST,CSS",IT,DBMP,"WEB DEVELOPER,FRONTEND DEVELOPER",0
1977,PYTHON,CS,DB,RUBY ON RAILS DEVELOPER,1
1978,SWIFT,CS,DBM,"PRODUCT MANAGER,RUBY ON RAILS DEVELOPER",0
1979,SWIFT,CS,BM,DATA ANALYST,1
1980,"FORTRAN,PYTHON",IT,DBMP,"FULL STACK DEVELOPER,FULL STACK DEVELOPER",0
1981,"DART,PHP,SQL",CS,BM,"FRONTEND DEVELOPER,DATA SCIENTIST",1
1982,"SQL,HTML,JAVA",IT,BM,DATA ANALYST,0
1983,"JULIA,C/C++,CSS",IT,BMP,MEAN STACK DEVELOPER,1
1984,"KOTLIN,DART",CS,DBM,FULL STACK DEVELOPER,0
1985,"C/C++,KOTLIN,PHP",IT,BMP,"FULL STACK DEVELOPER,PYTHON DEVELOPER",0
1986,"SQL,C/C++,PERL",IT,B,"WEB DEVELOPER,PYTHON DEVELOPER",1
1987,"SQL,FORTRAN,PERL",IT,BMP,"WEB DEVELOPER,FULL STACK DEVELOPER",0
1988,HTML,CS,DBMP,PRODUCT MANAGER,1
1989,R,CS,BMP,RUBY ON RAILS DEVELOPER,0
1990,"OBJECTIVE-C,CSS,SWIFT",IT,BMP,DATA SCIENTIST,0
1991,"CSS,DART,PHP",CS,BM,MEAN STACK DEVELOPER,1
1992,C#,IT,DBM,,1
1993,JAVASCRIPT,IT,B,MEAN STACK DEVELOPER,1
1994,OBJECTIVE-C,IT,B,,0
1995,"JAVA,PHP,SQL",IT,DBMP,DATA SCIENTIST,0
1996,C/C++,IT,BM,"PYTHON DEVELOPER,MEAN STACK DEVELOPER",0
1997,"DART,C#,KOTLIN",CS,B,MEAN STACK DEVELOPER,1
1998,"HTML,KOTLIN",IT,BM,WEB DEVELOPER,1
1999,"C/C++,PYTHON,SQL",CS,B,,0
2000,DART,IT,DB,DATA ANALYST,1
